73b732ae-3ef7-4569-9fff-8142ad0da7ee, Client13, CNP13, C1, W1, 11:00, REZERVARE, 1769263658258
c1596dec-01b2-4da8-80eb-d8eb02515f96, Client3, CNP3, C3, W3, 17:00, REZERVARE, 1769263727430
5b6e0093-4465-42e5-a853-59fd4d9696a8, Client17, CNP17, C1, W3, 12:00, REZERVARE, 1769263727466
30220581-90ad-45f7-8e02-0cdc8b203f3b, Client15, CNP15, C2, W1, 10:00, PLATITA, 1769263725502
ce0c6245-f995-48c1-b7ed-56e5cbb685f7, Client4, CNP4, C3, W3, 12:00, PLATITA, 1769263725506
5ee65265-0557-45d1-9e42-a640633b60f4, Client12, CNP12, C2, W1, 15:00, PLATITA, 1769263725528
27a76dd0-4e47-49b7-87ee-6acd7173a60e, Client9, CNP9, C1, W3, 15:00, REZERVARE, 1769263727538
3e945620-b481-4220-b496-4bba68aa0824, Client13, CNP13, C1, W4, 17:00, REZERVARE, 1769263727554
3b1ec59a-dd90-40cc-9265-2b0f408b920b, Client10, CNP10, C1, W2, 9:00, REZERVARE, 1769263727554
c9495738-c438-42aa-884d-4f5a4c7a42f0, Client18, CNP18, C2, W3, 11:00, PLATITA, 1769263726510
d0527614-4a6b-450c-a4e3-10b4c9b3121e, Client5, CNP5, C2, W4, 11:00, REZERVARE, 1769263728563
7102e94d-1549-4428-bd77-d5b117f35910, Client6, CNP6, C1, W3, 12:00, ANULATA, 1769263724375
c1596dec-01b2-4da8-80eb-d8eb02515f96, Client3, CNP3, C3, W3, 17:00, PLATITA, 1769263727430
5b6e0093-4465-42e5-a853-59fd4d9696a8, Client17, CNP17, C1, W3, 12:00, PLATITA, 1769263727466
dc0f7851-9121-40eb-9037-ee485980397c, Client4, CNP4, C2, W2, 14:00, REZERVARE, 1769263729526
e0178da5-7684-4bed-b7ce-0c0c6001b737, Client12, CNP12, C1, W3, 12:00, REZERVARE, 1769263729541
15b0de81-428b-4170-8293-6b2dd446f428, Client11, CNP11, C3, W2, 16:00, REZERVARE, 1769263729547
3e945620-b481-4220-b496-4bba68aa0824, Client13, CNP13, C1, W4, 17:00, PLATITA, 1769263727554
892e88da-9bda-4bda-a33e-0131c49153a9, Client18, CNP18, C2, W4, 13:00, REZERVARE, 1769263730521
30220581-90ad-45f7-8e02-0cdc8b203f3b, Client15, CNP15, C2, W1, 10:00, ANULATA, 1769263725502
d0527614-4a6b-450c-a4e3-10b4c9b3121e, Client5, CNP5, C2, W4, 11:00, PLATITA, 1769263728563
6de63703-d7e1-449e-934b-c0d8defe9497, Client6, CNP6, C2, W4, 13:00, REZERVARE, 1769263731400
92b6b78d-fafa-44b9-8c4e-60fb91cb849f, Client3, CNP3, C1, W2, 10:00, REZERVARE, 1769263731457
b6e9fd42-4761-4a60-9182-a029fa9c14e7, Client17, CNP17, C2, W4, 11:00, REZERVARE, 1769263731474
dc0f7851-9121-40eb-9037-ee485980397c, Client4, CNP4, C2, W2, 14:00, PLATITA, 1769263729526
15b0de81-428b-4170-8293-6b2dd446f428, Client11, CNP11, C3, W2, 16:00, PLATITA, 1769263729547
e0178da5-7684-4bed-b7ce-0c0c6001b737, Client12, CNP12, C1, W3, 12:00, PLATITA, 1769263729541
626396f2-7fb2-412d-8bb4-7de6b4049801, Client13, CNP13, C2, W3, 12:00, REZERVARE, 1769263731572
892e88da-9bda-4bda-a33e-0131c49153a9, Client18, CNP18, C2, W4, 13:00, PLATITA, 1769263730521
16d46105-a1f2-4da1-88b7-c4831c863cb9, Client15, CNP15, C1, W4, 16:00, REZERVARE, 1769263732538
6de63703-d7e1-449e-934b-c0d8defe9497, Client6, CNP6, C2, W4, 13:00, PLATITA, 1769263731400
b6e9fd42-4761-4a60-9182-a029fa9c14e7, Client17, CNP17, C2, W4, 11:00, PLATITA, 1769263731474
d0527614-4a6b-450c-a4e3-10b4c9b3121e, Client5, CNP5, C2, W4, 11:00, ANULATA, 1769263728563
47bf1e84-b150-4d03-8b4a-55e32b678893, Client13, CNP13, C3, W2, 12:00, REZERVARE, 1769263733584
0eb543da-ac87-499e-901c-9bed153f1308, Client11, CNP11, C1, W3, 9:00, EXPIRATA, 1769263711535
41599883-8cdf-4d4d-89f1-3092b74da9a1, Client12, CNP12, C3, W3, 15:00, EXPIRATA, 1769263710436
4dadf11a-a6dc-4724-834c-dbe31a1c0720, Client7, CNP7, C1, W3, 11:00, EXPIRATA, 1769263709364
4f5ee5a5-30e7-4487-b94e-9b1156c8b04d, Client7, CNP7, C2, W1, 15:00, EXPIRATA, 1769263718407
bde16ab7-97b5-4b0d-a81f-8e3f288a6c38, Client1, CNP1, C3, W4, 17:00, EXPIRATA, 1769263713428
85fd6919-fe73-4b30-92aa-9ccde16ffde7, Client2, CNP2, C3, W1, 13:00, EXPIRATA, 1769263718425
f28b97fc-4ad3-4795-8b6b-a04dba484835, Client1, CNP1, C3, W1, 13:00, EXPIRATA, 1769263715440
cc0f7c80-6b50-4aae-a8d8-a38299e22c53, Client0, CNP0, C1, W4, 12:00, EXPIRATA, 1769263713444
d4658d87-5ae2-41ca-a740-1145b543ed31, Client1, CNP1, C2, W1, 10:00, EXPIRATA, 1769263717456
1e540370-dac3-4a73-8bf1-2a28f0595ef8, Client9, CNP9, C2, W1, 11:00, EXPIRATA, 1769263711435
12a0f3ad-0193-41d0-a645-e714aef5b8b3, Client14, CNP14, C2, W2, 14:00, EXPIRATA, 1769263718411
16d46105-a1f2-4da1-88b7-c4831c863cb9, Client15, CNP15, C1, W4, 16:00, PLATITA, 1769263732538
dc0f7851-9121-40eb-9037-ee485980397c, Client4, CNP4, C2, W2, 14:00, ANULATA, 1769263729526
15b0de81-428b-4170-8293-6b2dd446f428, Client11, CNP11, C3, W2, 16:00, ANULATA, 1769263729547
e0178da5-7684-4bed-b7ce-0c0c6001b737, Client12, CNP12, C1, W3, 12:00, ANULATA, 1769263729541
b8a7e311-0559-4835-945d-4b7fa2f22c58, Client6, CNP6, C1, W2, 14:00, REZERVARE, 1769263735426
e4cb5fd5-7b1f-4fad-8a62-f923bc28092d, Client1, CNP1, C3, W1, 11:00, REZERVARE, 1769263735464
892e88da-9bda-4bda-a33e-0131c49153a9, Client18, CNP18, C2, W4, 13:00, ANULATA, 1769263730521
d0cdda38-2c04-45da-af14-158bf6495ca4, Client5, CNP5, C3, W2, 9:00, REZERVARE, 1769263735585
47bf1e84-b150-4d03-8b4a-55e32b678893, Client13, CNP13, C3, W2, 12:00, PLATITA, 1769263733584
ca9749c7-dd7f-483b-a3be-b1ee5be2cd0a, Client14, CNP14, C3, W3, 10:00, REZERVARE, 1769263736418
c06979e7-4bef-4000-aff6-9953c5ce3b61, Client7, CNP7, C2, W2, 12:00, REZERVARE, 1769263736418
b6e9fd42-4761-4a60-9182-a029fa9c14e7, Client17, CNP17, C2, W4, 11:00, ANULATA, 1769263731474
e6d4cbad-b06a-45a8-b470-3fdeace5265f, Client11, CNP11, C2, W1, 11:00, REZERVARE, 1769263736572
e24ebe43-d50e-4e39-918d-a2f2aec70b49, Client12, CNP12, C1, W4, 14:00, REZERVARE, 1769263736575
b8a7e311-0559-4835-945d-4b7fa2f22c58, Client6, CNP6, C1, W2, 14:00, PLATITA, 1769263735426
23d78626-1666-4b24-b387-e39373355983, Client19, CNP19, C3, W3, 15:00, REZERVARE, 1769263737463
14f5a8b8-d0a6-4559-8c88-62b80d881597, Client1, CNP1, C2, W3, 14:00, REZERVARE, 1769263737480
16d46105-a1f2-4da1-88b7-c4831c863cb9, Client15, CNP15, C1, W4, 16:00, ANULATA, 1769263732538
48d8981c-d3e3-4503-81bf-cb4676aebd9a, Client5, CNP5, C3, W2, 12:00, REZERVARE, 1769263737589
c06979e7-4bef-4000-aff6-9953c5ce3b61, Client7, CNP7, C2, W2, 12:00, PLATITA, 1769263736418
b395c123-41d8-40f1-9ec1-e7299842e455, Client14, CNP14, C3, W4, 11:00, REZERVARE, 1769263738438
fa1ecc59-a80a-4bb3-ab37-422064bdda73, Client2, CNP2, C1, W2, 10:00, REZERVARE, 1769263738465
b51d938c-672b-4bea-95a1-2ccebbf181e2, Client17, CNP17, C1, W1, 10:00, REZERVARE, 1769263738489
534f2fc5-6c5f-49e0-8ee5-30055f8da814, Client4, CNP4, C2, W4, 17:00, REZERVARE, 1769263738571
e6d4cbad-b06a-45a8-b470-3fdeace5265f, Client11, CNP11, C2, W1, 11:00, PLATITA, 1769263736572
47bf1e84-b150-4d03-8b4a-55e32b678893, Client13, CNP13, C3, W2, 12:00, ANULATA, 1769263733584
a1c0daef-c8c1-4659-9ac8-edf6c9200860, Client8, CNP8, C2, W2, 14:00, REZERVARE, 1769263739435
e2b6bbcd-ec79-44f2-bfb1-c054aef152b8, Client19, CNP19, C3, W2, 14:00, REZERVARE, 1769263739469
5c6384db-6ae2-4300-92df-cce4d4da9f31, Client1, CNP1, C2, W1, 14:00, REZERVARE, 1769263739496
cbc6082a-63d1-4cdd-b146-f0e0478388bc, Client15, CNP15, C3, W2, 13:00, REZERVARE, 1769263739565
5111b02c-a013-4fb3-82b6-2f4298d80e0e, Client18, CNP18, C1, W2, 9:00, REZERVARE, 1769263739565
48d8981c-d3e3-4503-81bf-cb4676aebd9a, Client5, CNP5, C3, W2, 12:00, PLATITA, 1769263737589
b395c123-41d8-40f1-9ec1-e7299842e455, Client14, CNP14, C3, W4, 11:00, PLATITA, 1769263738438
b8a7e311-0559-4835-945d-4b7fa2f22c58, Client6, CNP6, C1, W2, 14:00, ANULATA, 1769263735426
a501ca94-4dd3-470d-9e53-fb27dfc1d7fe, Client7, CNP7, C2, W1, 14:00, REZERVARE, 1769263740451
928e0ba3-b206-41d0-86a2-f9e1bbb7559b, Client16, CNP16, C1, W1, 13:00, REZERVARE, 1769263740468
fa1ecc59-a80a-4bb3-ab37-422064bdda73, Client2, CNP2, C1, W2, 10:00, PLATITA, 1769263738465
b51d938c-672b-4bea-95a1-2ccebbf181e2, Client17, CNP17, C1, W1, 10:00, PLATITA, 1769263738489
4a842059-d5df-449c-af69-c9b6c217be19, Client0, CNP0, C2, W2, 11:00, REZERVARE, 1769263740494
534f2fc5-6c5f-49e0-8ee5-30055f8da814, Client4, CNP4, C2, W4, 17:00, PLATITA, 1769263738571
25fe1eaa-eff1-4cb0-acb8-6630b2c17e19, Client11, CNP11, C1, W4, 15:00, REZERVARE, 1769263740589
81c2532e-549f-45a7-a7ac-4d0c71a8d0d6, Client13, CNP13, C3, W4, 14:00, REZERVARE, 1769263740623
e2b6bbcd-ec79-44f2-bfb1-c054aef152b8, Client19, CNP19, C3, W2, 14:00, PLATITA, 1769263739469
5c6384db-6ae2-4300-92df-cce4d4da9f31, Client1, CNP1, C2, W1, 14:00, PLATITA, 1769263739496
cbc6082a-63d1-4cdd-b146-f0e0478388bc, Client15, CNP15, C3, W2, 13:00, PLATITA, 1769263739565
6b9ef92b-5985-4460-85cd-1086f2c0dc3b, Client5, CNP5, C3, W3, 10:00, REZERVARE, 1769263741611
ebb46ef2-7ab4-46c4-9ca5-de5e63643f02, Client7, CNP7, C1, W3, 13:00, REZERVARE, 1769263742459
c45bcc4b-97f7-48fc-bf0d-722530f11de9, Client6, CNP6, C1, W2, 17:00, REZERVARE, 1769263742461
928e0ba3-b206-41d0-86a2-f9e1bbb7559b, Client16, CNP16, C1, W1, 13:00, PLATITA, 1769263740468
9b0423f4-05fb-43d7-8ff5-5753bf118636, Client17, CNP17, C1, W3, 14:00, REZERVARE, 1769263742499
25fe1eaa-eff1-4cb0-acb8-6630b2c17e19, Client11, CNP11, C1, W4, 15:00, PLATITA, 1769263740589
81c2532e-549f-45a7-a7ac-4d0c71a8d0d6, Client13, CNP13, C3, W4, 14:00, PLATITA, 1769263740623
b395c123-41d8-40f1-9ec1-e7299842e455, Client14, CNP14, C3, W4, 11:00, ANULATA, 1769263738438
fa1ecc59-a80a-4bb3-ab37-422064bdda73, Client2, CNP2, C1, W2, 10:00, ANULATA, 1769263738465
8983cfab-0c21-456f-a72c-f8dad37f445b, Client19, CNP19, C1, W1, 16:00, REZERVARE, 1769263743486
35246ea7-0d96-4a45-be36-e724c15ae5db, Client1, CNP1, C1, W2, 12:00, REZERVARE, 1769263743511
75771e89-bbe5-4885-b12f-87fc852c665f, Client19, CNP19, C3, W3, 9:00, EXPIRATA, 1769263719452
728f7a3e-db6a-45c5-8029-c37091a51df1, Client0, CNP0, C3, W3, 16:00, EXPIRATA, 1769263722487
9957bf9f-7aac-42ec-93d1-3d3bc7d01e65, Client2, CNP2, C3, W1, 17:00, EXPIRATA, 1769263720437
5864adec-e8ad-4bd3-836c-16d5247dba53, Client17, CNP17, C1, W3, 16:00, EXPIRATA, 1769263719420
9f430536-e44c-46c3-aa31-6db5cae53502, Client17, CNP17, C3, W1, 12:00, EXPIRATA, 1769263721426
d423d12b-e4d6-421b-824c-c1fef11a9455, Client3, CNP3, C1, W1, 12:00, EXPIRATA, 1769263721403
3b1ec59a-dd90-40cc-9265-2b0f408b920b, Client10, CNP10, C1, W2, 9:00, EXPIRATA, 1769263727554
27a76dd0-4e47-49b7-87ee-6acd7173a60e, Client9, CNP9, C1, W3, 15:00, EXPIRATA, 1769263727538
3a8377d3-cd11-4b3f-81f0-ab5e633dd354, Client12, CNP12, C3, W3, 13:00, EXPIRATA, 1769263723496
17232668-5aa4-4cfe-8ce7-07a5c5f0d6de, Client8, CNP8, C3, W2, 9:00, EXPIRATA, 1769263721424
20c3b4df-e564-4a6d-97ff-89310ab54c54, Client16, CNP16, C3, W1, 9:00, EXPIRATA, 1769263722457
ebb46ef2-7ab4-46c4-9ca5-de5e63643f02, Client7, CNP7, C1, W3, 13:00, PLATITA, 1769263742459
c45bcc4b-97f7-48fc-bf0d-722530f11de9, Client6, CNP6, C1, W2, 17:00, PLATITA, 1769263742461
1d5de8d2-4395-482a-8c43-782acfe0746e, Client16, CNP16, C2, W2, 10:00, REZERVARE, 1769263744489
9b0423f4-05fb-43d7-8ff5-5753bf118636, Client17, CNP17, C1, W3, 14:00, PLATITA, 1769263742499
cbc6082a-63d1-4cdd-b146-f0e0478388bc, Client15, CNP15, C3, W2, 13:00, ANULATA, 1769263739565
fafd9dc8-ce21-4248-90af-651d32ece367, Client4, CNP4, C3, W4, 11:00, REZERVARE, 1769263744605
8cc251a9-4fa4-4275-a974-e2b64708c24b, Client11, CNP11, C3, W1, 16:00, REZERVARE, 1769263744605
417178d7-7629-4aee-ad54-a7f7b85b61eb, Client13, CNP13, C2, W1, 13:00, REZERVARE, 1769263744653
808f4386-a18e-4a5e-8721-5bb73e202865, Client14, CNP14, C2, W3, 10:00, REZERVARE, 1769263745462
0df999af-4555-462e-9880-2aeb81aa51c9, Client2, CNP2, C2, W1, 13:00, REZERVARE, 1769263745488
8983cfab-0c21-456f-a72c-f8dad37f445b, Client19, CNP19, C1, W1, 16:00, PLATITA, 1769263743486
35246ea7-0d96-4a45-be36-e724c15ae5db, Client1, CNP1, C1, W2, 12:00, PLATITA, 1769263743511
43f28fd8-608f-4f75-ba55-12bdfadc2b39, Client9, CNP9, C3, W1, 11:00, REZERVARE, 1769263745560
4e724ab8-9d68-4b66-a79e-77a2edb4d991, Client10, CNP10, C1, W4, 13:00, REZERVARE, 1769263745562
2dc7a1af-876d-42b2-8693-c28be16f0f70, Client7, CNP7, C1, W2, 11:00, REZERVARE, 1769263746491
1d5de8d2-4395-482a-8c43-782acfe0746e, Client16, CNP16, C2, W2, 10:00, PLATITA, 1769263744489
e57f1ff2-2045-4442-9b78-efd25c1bd4f0, Client17, CNP17, C2, W4, 9:00, REZERVARE, 1769263746514
2c107615-2c86-47c8-b8fa-ade8e2e4b8d5, Client15, CNP15, C3, W1, 11:00, REZERVARE, 1769263746593
fafd9dc8-ce21-4248-90af-651d32ece367, Client4, CNP4, C3, W4, 11:00, PLATITA, 1769263744605
3788a3f3-400e-4630-b985-1b75502b9df8, Client11, CNP11, C2, W1, 11:00, REZERVARE, 1769263746611
417178d7-7629-4aee-ad54-a7f7b85b61eb, Client13, CNP13, C2, W1, 13:00, PLATITA, 1769263744653
808f4386-a18e-4a5e-8721-5bb73e202865, Client14, CNP14, C2, W3, 10:00, PLATITA, 1769263745462
0df999af-4555-462e-9880-2aeb81aa51c9, Client2, CNP2, C2, W1, 13:00, PLATITA, 1769263745488
c45bcc4b-97f7-48fc-bf0d-722530f11de9, Client6, CNP6, C1, W2, 17:00, ANULATA, 1769263742461
43f28fd8-608f-4f75-ba55-12bdfadc2b39, Client9, CNP9, C3, W1, 11:00, PLATITA, 1769263745560
4e724ab8-9d68-4b66-a79e-77a2edb4d991, Client10, CNP10, C1, W4, 13:00, PLATITA, 1769263745562
8983cfab-0c21-456f-a72c-f8dad37f445b, Client19, CNP19, C1, W1, 16:00, ANULATA, 1769263743486
35246ea7-0d96-4a45-be36-e724c15ae5db, Client1, CNP1, C1, W2, 12:00, ANULATA, 1769263743511
3788a3f3-400e-4630-b985-1b75502b9df8, Client11, CNP11, C2, W1, 11:00, PLATITA, 1769263746611
e0519134-6c3e-4a30-b2b0-63dd4702f73b, Client13, CNP13, C1, W3, 17:00, REZERVARE, 1769263748671
b0358697-f4b9-4271-825a-a22f12690564, Client3, CNP3, C1, W4, 11:00, REZERVARE, 1769263749464
1d5de8d2-4395-482a-8c43-782acfe0746e, Client16, CNP16, C2, W2, 10:00, ANULATA, 1769263744489
511607f0-1e5d-434d-bdb2-2dd6c1781705, Client6, CNP6, C3, W3, 15:00, REZERVARE, 1769263749506
c63c4a47-92c3-48a7-9e6d-a7cece156a8f, Client10, CNP10, C3, W2, 10:00, REZERVARE, 1769263749577
808f4386-a18e-4a5e-8721-5bb73e202865, Client14, CNP14, C2, W3, 10:00, ANULATA, 1769263745462
0df999af-4555-462e-9880-2aeb81aa51c9, Client2, CNP2, C2, W1, 13:00, ANULATA, 1769263745488
180f21f6-abcf-4818-84a6-c5381980d163, Client19, CNP19, C3, W2, 13:00, REZERVARE, 1769263750513
779fa6e8-dab2-4bb6-86f7-5264b422a625, Client1, CNP1, C3, W3, 11:00, REZERVARE, 1769263750537
43f28fd8-608f-4f75-ba55-12bdfadc2b39, Client9, CNP9, C3, W1, 11:00, ANULATA, 1769263745560
cc95ffed-d297-4bda-9328-1a5c33fad2e1, Client4, CNP4, C1, W3, 17:00, REZERVARE, 1769263750629
2e470dec-f9d1-4afe-8102-01446814a445, Client13, CNP13, C2, W2, 13:00, REZERVARE, 1769263750682
b0358697-f4b9-4271-825a-a22f12690564, Client3, CNP3, C1, W4, 11:00, PLATITA, 1769263749464
511607f0-1e5d-434d-bdb2-2dd6c1781705, Client6, CNP6, C3, W3, 15:00, PLATITA, 1769263749506
b0dec262-0254-4dc1-a086-3423e5e5af86, Client16, CNP16, C1, W1, 11:00, REZERVARE, 1769263751512
2cf26403-2fa7-4316-a697-6ba8b87a9479, Client10, CNP10, C2, W1, 9:00, REZERVARE, 1769263751581
3788a3f3-400e-4630-b985-1b75502b9df8, Client11, CNP11, C2, W1, 11:00, ANULATA, 1769263746611
865cfaac-613f-44cd-9059-654e638e8231, Client14, CNP14, C1, W2, 9:00, REZERVARE, 1769263752479
d68053fe-59f9-4394-a3d8-99aa99c7aeb3, Client2, CNP2, C1, W1, 12:00, REZERVARE, 1769263752506
180f21f6-abcf-4818-84a6-c5381980d163, Client19, CNP19, C3, W2, 13:00, PLATITA, 1769263750513
55292a86-b944-407c-a5ef-84f7ad0cf228, Client9, CNP9, C3, W1, 12:00, REZERVARE, 1769263752589
778e4e05-b074-4e64-a1b9-420a0fa0a82f, Client4, CNP4, C3, W1, 10:00, REZERVARE, 1769263752636
932a25a2-8238-468b-93fd-fb6784b82adc, Client3, CNP3, C1, W1, 13:00, REZERVARE, 1769263753486
2cf26403-2fa7-4316-a697-6ba8b87a9479, Client10, CNP10, C2, W1, 9:00, PLATITA, 1769263751581
23d78626-1666-4b24-b387-e39373355983, Client19, CNP19, C3, W3, 15:00, EXPIRATA, 1769263737463
626396f2-7fb2-412d-8bb4-7de6b4049801, Client13, CNP13, C2, W3, 12:00, EXPIRATA, 1769263731572
e4cb5fd5-7b1f-4fad-8a62-f923bc28092d, Client1, CNP1, C3, W1, 11:00, EXPIRATA, 1769263735464
14f5a8b8-d0a6-4559-8c88-62b80d881597, Client1, CNP1, C2, W3, 14:00, EXPIRATA, 1769263737480
92b6b78d-fafa-44b9-8c4e-60fb91cb849f, Client3, CNP3, C1, W2, 10:00, EXPIRATA, 1769263731457
d0cdda38-2c04-45da-af14-158bf6495ca4, Client5, CNP5, C3, W2, 9:00, EXPIRATA, 1769263735585
e24ebe43-d50e-4e39-918d-a2f2aec70b49, Client12, CNP12, C1, W4, 14:00, EXPIRATA, 1769263736575
ca9749c7-dd7f-483b-a3be-b1ee5be2cd0a, Client14, CNP14, C3, W3, 10:00, EXPIRATA, 1769263736418
52d1c324-553b-4d94-8ca0-ffa18a620c2a, Client11, CNP11, C1, W3, 11:00, REZERVARE, 1769263753682
865cfaac-613f-44cd-9059-654e638e8231, Client14, CNP14, C1, W2, 9:00, PLATITA, 1769263752479
d68053fe-59f9-4394-a3d8-99aa99c7aeb3, Client2, CNP2, C1, W1, 12:00, PLATITA, 1769263752506
511607f0-1e5d-434d-bdb2-2dd6c1781705, Client6, CNP6, C3, W3, 15:00, ANULATA, 1769263749506
55292a86-b944-407c-a5ef-84f7ad0cf228, Client9, CNP9, C3, W1, 12:00, PLATITA, 1769263752589
498ded2b-fbac-4660-81c0-ddf8140923a9, Client12, CNP12, C1, W1, 16:00, REZERVARE, 1769263754599
778e4e05-b074-4e64-a1b9-420a0fa0a82f, Client4, CNP4, C3, W1, 10:00, PLATITA, 1769263752636
932a25a2-8238-468b-93fd-fb6784b82adc, Client3, CNP3, C1, W1, 13:00, PLATITA, 1769263753486
180f21f6-abcf-4818-84a6-c5381980d163, Client19, CNP19, C3, W2, 13:00, ANULATA, 1769263750513
f5a54c0e-b1eb-452a-9c82-b90f9c8bdb81, Client10, CNP10, C3, W3, 16:00, REZERVARE, 1769263755599
52d1c324-553b-4d94-8ca0-ffa18a620c2a, Client11, CNP11, C1, W3, 11:00, PLATITA, 1769263753682
b778dee8-f03a-46da-b9eb-b1801d621b5a, Client14, CNP14, C3, W3, 14:00, REZERVARE, 1769263756487
e170c178-ac8e-4d59-9870-428cd50cc219, Client2, CNP2, C3, W1, 12:00, REZERVARE, 1769263756518
81188e19-7735-45b2-a1e9-a779ce4d3769, Client6, CNP6, C2, W1, 11:00, REZERVARE, 1769263756535
3d080d7a-0ccb-4532-8f2b-4b643f733ff6, Client8, CNP8, C1, W2, 10:00, REZERVARE, 1769263757450
95706a7f-ee2c-4e3b-ae46-d43d85a10db1, Client19, CNP19, C2, W2, 13:00, REZERVARE, 1769263757532
55292a86-b944-407c-a5ef-84f7ad0cf228, Client9, CNP9, C3, W1, 12:00, ANULATA, 1769263752589
778e4e05-b074-4e64-a1b9-420a0fa0a82f, Client4, CNP4, C3, W1, 10:00, ANULATA, 1769263752636
edb0d5ae-310e-4233-ba66-ce69c40bf721, Client11, CNP11, C2, W3, 10:00, REZERVARE, 1769263757688
b778dee8-f03a-46da-b9eb-b1801d621b5a, Client14, CNP14, C3, W3, 14:00, PLATITA, 1769263756487
d2bcbdfd-9988-43f3-a781-afa9d8e26fc3, Client0, CNP0, C3, W3, 16:00, REZERVARE, 1769263758504
b4be1607-053f-458e-823e-feff1fc5c105, Client2, CNP2, C1, W2, 17:00, REZERVARE, 1769263758522
81188e19-7735-45b2-a1e9-a779ce4d3769, Client6, CNP6, C2, W1, 11:00, PLATITA, 1769263756535
5193b88b-c60d-4f38-b52c-70be349831b2, Client3, CNP3, C2, W1, 11:00, REZERVARE, 1769263759520
c8298929-6f08-4901-ae39-52bf698736df, Client18, CNP18, C3, W2, 10:00, REZERVARE, 1769263759604
1a93dbb7-87b9-438a-ad1c-be20cca49e99, Client9, CNP9, C2, W1, 12:00, REZERVARE, 1769263759620
3820474b-01da-4064-a613-539829212c62, Client5, CNP5, C3, W1, 11:00, REZERVARE, 1769263759620
a1dd93f8-8493-413e-befc-8c653d8ed620, Client4, CNP4, C2, W3, 12:00, REZERVARE, 1769263759653
edb0d5ae-310e-4233-ba66-ce69c40bf721, Client11, CNP11, C2, W3, 10:00, PLATITA, 1769263757688
99c681a2-a11c-4a10-a015-12ffe163d7a5, Client14, CNP14, C3, W3, 13:00, REZERVARE, 1769263760496
b4be1607-053f-458e-823e-feff1fc5c105, Client2, CNP2, C1, W2, 17:00, PLATITA, 1769263758522
61303a0e-6e0c-4f7a-8871-cbfeae852fc3, Client6, CNP6, C2, W3, 9:00, REZERVARE, 1769263760544
0d3160ad-790b-4da8-887b-43d63b238c81, Client3, CNP3, C2, W3, 11:00, REZERVARE, 1769263761526
e059912d-74e3-4f92-a0e9-fe1e671255a8, Client19, CNP19, C1, W1, 17:00, REZERVARE, 1769263761539
c8298929-6f08-4901-ae39-52bf698736df, Client18, CNP18, C3, W2, 10:00, PLATITA, 1769263759604
3820474b-01da-4064-a613-539829212c62, Client5, CNP5, C3, W1, 11:00, PLATITA, 1769263759620
41656e2c-7d06-43c6-8d57-c95c0877da57, Client11, CNP11, C2, W1, 10:00, REZERVARE, 1769263761695
57c8ace6-8457-4f2c-8b4f-be6c66e82c65, Client2, CNP2, C3, W2, 17:00, REZERVARE, 1769263762534
61303a0e-6e0c-4f7a-8871-cbfeae852fc3, Client6, CNP6, C2, W3, 9:00, PLATITA, 1769263760544
6daad2b8-a0fe-415c-bac7-126831cab427, Client3, CNP3, C2, W2, 9:00, REZERVARE, 1769263763542
8cc251a9-4fa4-4275-a974-e2b64708c24b, Client11, CNP11, C3, W1, 16:00, EXPIRATA, 1769263744605
2c107615-2c86-47c8-b8fa-ade8e2e4b8d5, Client15, CNP15, C3, W1, 11:00, EXPIRATA, 1769263746593
4a842059-d5df-449c-af69-c9b6c217be19, Client0, CNP0, C2, W2, 11:00, EXPIRATA, 1769263740494
5111b02c-a013-4fb3-82b6-2f4298d80e0e, Client18, CNP18, C1, W2, 9:00, EXPIRATA, 1769263739565
2dc7a1af-876d-42b2-8693-c28be16f0f70, Client7, CNP7, C1, W2, 11:00, EXPIRATA, 1769263746491
e57f1ff2-2045-4442-9b78-efd25c1bd4f0, Client17, CNP17, C2, W4, 9:00, EXPIRATA, 1769263746514
a1c0daef-c8c1-4659-9ac8-edf6c9200860, Client8, CNP8, C2, W2, 14:00, EXPIRATA, 1769263739435
6b9ef92b-5985-4460-85cd-1086f2c0dc3b, Client5, CNP5, C3, W3, 10:00, EXPIRATA, 1769263741611
a501ca94-4dd3-470d-9e53-fb27dfc1d7fe, Client7, CNP7, C2, W1, 14:00, EXPIRATA, 1769263740451
88ad818b-1fe6-4ee9-99e3-b89c78bd115f, Client11, CNP11, C3, W4, 12:00, REZERVARE, 1769263763701
bb3a5a90-433e-43e8-bbda-baf95ac21b10, Client7, CNP7, C3, W4, 10:00, REZERVARE, 1769263764496
bc937fe0-77ea-4dff-bb58-292c6f36dc11, Client17, CNP17, C1, W3, 13:00, REZERVARE, 1769263764519
6b0f018c-cf7c-4772-a496-7083ae9b91a8, Client6, CNP6, C2, W2, 9:00, REZERVARE, 1769263764550
ab450e1d-e5fa-49fb-8a6e-0a4adc5b0707, Client15, CNP15, C3, W4, 10:00, REZERVARE, 1769263764608
c8298929-6f08-4901-ae39-52bf698736df, Client18, CNP18, C3, W2, 10:00, ANULATA, 1769263759604
3820474b-01da-4064-a613-539829212c62, Client5, CNP5, C3, W1, 11:00, ANULATA, 1769263759620
88ad818b-1fe6-4ee9-99e3-b89c78bd115f, Client11, CNP11, C3, W4, 12:00, PLATITA, 1769263763701
