1ce80a77-580f-429f-b7b0-a189435a920f, Client15, CNP15, C3, W4, 10:00, REZERVARE, 1769262716775
a36e213e-a797-4ea3-8099-afcf029b4d9a, Client3, CNP3, C3, W1, 11:00, REZERVARE, 1769262786033
da2e5f81-06c0-40d0-802f-f9e6deef75a5, Client1, CNP1, C2, W3, 15:00, REZERVARE, 1769262786957
501ec056-39f3-42ed-9ca0-5598566a85e3, Client4, CNP4, C3, W4, 12:00, ANULATA, 1769262781956
c05e3cd1-7627-4585-b3e9-5c3b34bdc17c, Client6, CNP6, C2, W2, 16:00, PLATITA, 1769262784968
3cd9c79d-016a-4ad1-aa2b-c09dd5efda61, Client7, CNP7, C1, W3, 14:00, ANULATA, 1769262781956
64cab424-afea-4e07-a84d-9db5313cb68c, Client10, CNP10, C2, W3, 14:00, REZERVARE, 1769262787005
05a62e65-04dc-4ab8-95cc-7f4abc9b35f6, Client8, CNP8, C2, W3, 12:00, PLATITA, 1769262785002
7dbfeeb7-655f-4a84-bbaa-366cd8d7ebe4, Client0, CNP0, C2, W3, 16:00, REZERVARE, 1769262787070
67548075-2584-4f07-99ad-c9a881333df7, Client2, CNP2, C1, W2, 9:00, REZERVARE, 1769262787072
532c9638-b2d2-4718-9a67-bb6502b8d94e, Client17, CNP17, C3, W3, 13:00, REZERVARE, 1769262787072
38e3a200-fc83-4aae-854b-4595ee1a25c5, Client9, CNP9, C2, W4, 11:00, REZERVARE, 1769262787086
2997f464-7bfc-457a-813e-8caf0c0519cc, Client14, CNP14, C1, W3, 15:00, REZERVARE, 1769262787151
f8714cc4-5948-4533-ac40-14fd3c8fba63, Client11, CNP11, C2, W1, 17:00, REZERVARE, 1769262787937
696edfea-2ba7-4124-af4c-deea8f077965, Client16, CNP16, C3, W1, 10:00, REZERVARE, 1769262788005
90a738d1-ffb3-4581-b955-bf4f8da20a97, Client15, CNP15, C2, W1, 12:00, ANULATA, 1769262782986
94cf127d-1e3f-419f-a587-7c4afde5ab4c, Client0, CNP0, C2, W1, 11:00, EXPIRATA, 1769262772007
12f19c05-6147-4df6-a9de-c01bd9a78054, Client13, CNP13, C3, W3, 17:00, EXPIRATA, 1769262771957
ccb42ef1-3a6c-405e-8238-a850df8c61ab, Client5, CNP5, C1, W3, 9:00, EXPIRATA, 1769262772980
e5c39a78-7480-4aa3-8e16-6dc5f0c08f05, Client13, CNP13, C1, W3, 16:00, EXPIRATA, 1769262769954
3bc91acf-6573-411c-9845-d8a5bbd8cab6, Client9, CNP9, C3, W1, 12:00, EXPIRATA, 1769262769066
a36e213e-a797-4ea3-8099-afcf029b4d9a, Client3, CNP3, C3, W1, 11:00, PLATITA, 1769262786033
02ae2e34-e676-473f-ae96-21df2f7f08f6, Client1, CNP1, C1, W2, 14:00, REZERVARE, 1769262788967
9830c46d-0132-42b6-9285-d491005110d1, Client4, CNP4, C1, W2, 11:00, REZERVARE, 1769262788977
0c8a2b44-9c64-422b-93a1-36f63220999a, Client6, CNP6, C3, W2, 17:00, REZERVARE, 1769262788986
43589b1b-e9fc-4f8d-8cf4-ae10f68ec58c, Client7, CNP7, C3, W4, 10:00, REZERVARE, 1769262788988
64cab424-afea-4e07-a84d-9db5313cb68c, Client10, CNP10, C2, W3, 14:00, PLATITA, 1769262787005
532c9638-b2d2-4718-9a67-bb6502b8d94e, Client17, CNP17, C3, W3, 13:00, PLATITA, 1769262787072
67548075-2584-4f07-99ad-c9a881333df7, Client2, CNP2, C1, W2, 9:00, PLATITA, 1769262787072
7dbfeeb7-655f-4a84-bbaa-366cd8d7ebe4, Client0, CNP0, C2, W3, 16:00, PLATITA, 1769262787070
2997f464-7bfc-457a-813e-8caf0c0519cc, Client14, CNP14, C1, W3, 15:00, PLATITA, 1769262787151
f8714cc4-5948-4533-ac40-14fd3c8fba63, Client11, CNP11, C2, W1, 17:00, PLATITA, 1769262787937
e0f47e6d-ea42-4cbe-adac-1c9c87bde3b7, Client16, CNP16, C1, W3, 13:00, REZERVARE, 1769262790009
05a62e65-04dc-4ab8-95cc-7f4abc9b35f6, Client8, CNP8, C2, W3, 12:00, ANULATA, 1769262785002
f6f52863-717e-46b9-a781-5a5f0dfb9d72, Client3, CNP3, C2, W1, 13:00, REZERVARE, 1769262790073
02ae2e34-e676-473f-ae96-21df2f7f08f6, Client1, CNP1, C1, W2, 14:00, PLATITA, 1769262788967
43589b1b-e9fc-4f8d-8cf4-ae10f68ec58c, Client7, CNP7, C3, W4, 10:00, PLATITA, 1769262788988
0c8a2b44-9c64-422b-93a1-36f63220999a, Client6, CNP6, C3, W2, 17:00, PLATITA, 1769262788986
9830c46d-0132-42b6-9285-d491005110d1, Client4, CNP4, C1, W2, 11:00, PLATITA, 1769262788977
10dcffc3-d1ec-4537-af3b-06f2a53e98db, Client5, CNP5, C2, W2, 13:00, REZERVARE, 1769262790994
fcfc29ee-f967-4398-8260-08eb4f690c3a, Client10, CNP10, C2, W3, 9:00, REZERVARE, 1769262791026
b0424063-f8f8-43b8-bf40-58153f1686bf, Client17, CNP17, C1, W4, 13:00, REZERVARE, 1769262791091
0ee6fe80-1f29-4292-a44f-4c76fc1ad3aa, Client0, CNP0, C3, W4, 16:00, REZERVARE, 1769262791092
fd401e1c-2275-4ea3-b087-86e19fbc27e2, Client2, CNP2, C1, W4, 15:00, REZERVARE, 1769262791093
e9b9f0f8-1a83-4c0e-bf76-9d8e2cfa0786, Client11, CNP11, C3, W3, 11:00, REZERVARE, 1769262791960
e0f47e6d-ea42-4cbe-adac-1c9c87bde3b7, Client16, CNP16, C1, W3, 13:00, PLATITA, 1769262790009
2e2ee359-1f5a-476c-a6b3-bc67314740ca, Client8, CNP8, C1, W3, 12:00, REZERVARE, 1769262792027
de741551-3f0e-461b-9757-6ccfbcbcd711, Client15, CNP15, C1, W2, 13:00, REZERVARE, 1769262792041
f6f52863-717e-46b9-a781-5a5f0dfb9d72, Client3, CNP3, C2, W1, 13:00, PLATITA, 1769262790073
2997f464-7bfc-457a-813e-8caf0c0519cc, Client14, CNP14, C1, W3, 15:00, ANULATA, 1769262787151
1841b8c3-da84-4846-8a01-0e14992d50db, Client18, CNP18, C3, W2, 11:00, REZERVARE, 1769262792987
10dcffc3-d1ec-4537-af3b-06f2a53e98db, Client5, CNP5, C2, W2, 13:00, PLATITA, 1769262790994
b3eb6564-67ae-490f-aaf2-311b972b1e67, Client4, CNP4, C1, W3, 13:00, EXPIRATA, 1769262775929
eba4d6f6-d71a-4b73-923e-bd85074b2fd1, Client18, CNP18, C1, W1, 12:00, EXPIRATA, 1769262774974
35f91270-52e0-434a-9a9d-244044818302, Client13, CNP13, C1, W3, 11:00, EXPIRATA, 1769262777980
fd401e1c-2275-4ea3-b087-86e19fbc27e2, Client2, CNP2, C1, W4, 15:00, PLATITA, 1769262791093
d7feffba-a6eb-4d08-b779-caf577adaed3, Client0, CNP0, C1, W4, 16:00, REZERVARE, 1769262793119
b0424063-f8f8-43b8-bf40-58153f1686bf, Client17, CNP17, C1, W4, 13:00, PLATITA, 1769262791091
e9b9f0f8-1a83-4c0e-bf76-9d8e2cfa0786, Client11, CNP11, C3, W3, 11:00, PLATITA, 1769262791960
02ae2e34-e676-473f-ae96-21df2f7f08f6, Client1, CNP1, C1, W2, 14:00, ANULATA, 1769262788967
43589b1b-e9fc-4f8d-8cf4-ae10f68ec58c, Client7, CNP7, C3, W4, 10:00, ANULATA, 1769262788988
0c8a2b44-9c64-422b-93a1-36f63220999a, Client6, CNP6, C3, W2, 17:00, ANULATA, 1769262788986
9830c46d-0132-42b6-9285-d491005110d1, Client4, CNP4, C1, W2, 11:00, ANULATA, 1769262788977
10af8679-67c7-47d1-aa4e-e378c31a8b7e, Client16, CNP16, C2, W2, 13:00, REZERVARE, 1769262794041
f5b1c938-6d59-40bd-8344-a4c924bd9edd, Client8, CNP8, C1, W3, 17:00, REZERVARE, 1769262794044
de741551-3f0e-461b-9757-6ccfbcbcd711, Client15, CNP15, C1, W2, 13:00, PLATITA, 1769262792041
dc787704-f591-4c0a-bfff-6c6e8e1b1170, Client3, CNP3, C1, W2, 12:00, REZERVARE, 1769262794096
1ea29a14-bad7-4885-8fb9-efdaac3dd7f2, Client14, CNP14, C2, W1, 12:00, REZERVARE, 1769262794174
45c3368a-72f1-46fd-b4f5-58e519085223, Client5, CNP5, C2, W2, 12:00, REZERVARE, 1769262795023
d7feffba-a6eb-4d08-b779-caf577adaed3, Client0, CNP0, C1, W4, 16:00, PLATITA, 1769262793119
3cf8ad45-586f-4e71-95bf-c74f6f8a4965, Client11, CNP11, C2, W1, 15:00, REZERVARE, 1769262795979
5ce71c79-11da-4942-98c4-b664e22d79bd, Client1, CNP1, C1, W2, 10:00, REZERVARE, 1769262795994
c7921cdf-2afc-446c-8894-3eae9240a2a4, Client13, CNP13, C3, W1, 11:00, REZERVARE, 1769262795999
bcb025cd-7b42-4d80-81d9-b0ccf5b3f1e5, Client7, CNP7, C2, W1, 10:00, REZERVARE, 1769262796010
9d2f8a29-5d02-4008-b0bf-145534a265a9, Client6, CNP6, C3, W2, 11:00, REZERVARE, 1769262796010
c06454e6-c391-4f0b-89c8-7663326469b6, Client4, CNP4, C1, W1, 9:00, REZERVARE, 1769262796021
b24a8326-56b4-4381-a148-a4a0851bee9b, Client16, CNP16, C3, W1, 14:00, REZERVARE, 1769262796047
f5b1c938-6d59-40bd-8344-a4c924bd9edd, Client8, CNP8, C1, W3, 17:00, PLATITA, 1769262794044
1c82e3c3-bae6-45f7-bcca-cad8cdea20a9, Client15, CNP15, C3, W4, 15:00, REZERVARE, 1769262796061
dc787704-f591-4c0a-bfff-6c6e8e1b1170, Client3, CNP3, C1, W2, 12:00, PLATITA, 1769262794096
fd401e1c-2275-4ea3-b087-86e19fbc27e2, Client2, CNP2, C1, W4, 15:00, ANULATA, 1769262791093
b0424063-f8f8-43b8-bf40-58153f1686bf, Client17, CNP17, C1, W4, 13:00, ANULATA, 1769262791091
45c3368a-72f1-46fd-b4f5-58e519085223, Client5, CNP5, C2, W2, 12:00, PLATITA, 1769262795023
3cf8ad45-586f-4e71-95bf-c74f6f8a4965, Client11, CNP11, C2, W1, 15:00, PLATITA, 1769262795979
5ce71c79-11da-4942-98c4-b664e22d79bd, Client1, CNP1, C1, W2, 10:00, PLATITA, 1769262795994
9d2f8a29-5d02-4008-b0bf-145534a265a9, Client6, CNP6, C3, W2, 11:00, PLATITA, 1769262796010
c06454e6-c391-4f0b-89c8-7663326469b6, Client4, CNP4, C1, W1, 9:00, PLATITA, 1769262796021
38331042-a65b-4956-b33f-ba21133fb985, Client10, CNP10, C2, W1, 14:00, EXPIRATA, 1769262780980
040655d6-f6dc-406a-bcbe-368cc2988225, Client15, CNP15, C3, W2, 9:00, EXPIRATA, 1769262780968
58ac5958-c741-4427-947c-8dbc3ba28f5b, Client0, CNP0, C1, W1, 15:00, EXPIRATA, 1769262781045
089198e6-d13d-45a2-849d-f47a9affedd9, Client12, CNP12, C1, W1, 10:00, EXPIRATA, 1769262780124
c3273c79-fcdf-45f2-84fa-2a5a2daa26c2, Client19, CNP19, C1, W1, 11:00, EXPIRATA, 1769262782037
3e8901d3-41b5-4418-a034-a114f19f3c84, Client6, CNP6, C3, W4, 17:00, EXPIRATA, 1769262782963
b24a8326-56b4-4381-a148-a4a0851bee9b, Client16, CNP16, C3, W1, 14:00, PLATITA, 1769262796047
cb6d7cd2-3f9d-4299-85f6-f1a48834aa1e, Client8, CNP8, C2, W2, 14:00, REZERVARE, 1769262798056
85f84ddd-101a-4df5-8004-8dc48cb448f3, Client15, CNP15, C3, W1, 16:00, REZERVARE, 1769262798064
a22f63af-e4e0-480d-bfad-c3bdee989b0a, Client3, CNP3, C2, W3, 16:00, REZERVARE, 1769262798108
d7feffba-a6eb-4d08-b779-caf577adaed3, Client0, CNP0, C1, W4, 16:00, ANULATA, 1769262793119
a40d6c30-28d5-4648-9a39-16dc0d8e5214, Client17, CNP17, C3, W2, 10:00, REZERVARE, 1769262798130
6b8bfd25-a4a7-4f14-b35b-16f5ef2589c2, Client2, CNP2, C3, W3, 10:00, REZERVARE, 1769262798130
4692836e-ec7b-43e2-bbfa-b3a79ce540ed, Client12, CNP12, C3, W2, 16:00, REZERVARE, 1769262798147
82ded36c-b0a7-41f1-b526-35f555bb4193, Client11, CNP11, C1, W1, 13:00, REZERVARE, 1769262799997
ffe05625-23bb-4736-8363-26618c1ae846, Client1, CNP1, C1, W4, 14:00, REZERVARE, 1769262800019
e91c4d70-560c-422b-864f-291b7ffe28c0, Client13, CNP13, C1, W4, 16:00, REZERVARE, 1769262800020
45c3368a-72f1-46fd-b4f5-58e519085223, Client5, CNP5, C2, W2, 12:00, ANULATA, 1769262795023
d8e313c3-57e5-4e6b-b85d-b429b6cf438c, Client7, CNP7, C1, W4, 15:00, REZERVARE, 1769262800037
84ca86c2-2661-4c9b-9036-35b129e3dc64, Client19, CNP19, C2, W3, 15:00, REZERVARE, 1769262800047
cb6d7cd2-3f9d-4299-85f6-f1a48834aa1e, Client8, CNP8, C2, W2, 14:00, PLATITA, 1769262798056
b74080c1-ca51-4f9b-a66e-72c30a5cbdc9, Client16, CNP16, C3, W3, 12:00, REZERVARE, 1769262800061
85f84ddd-101a-4df5-8004-8dc48cb448f3, Client15, CNP15, C3, W1, 16:00, PLATITA, 1769262798064
2d9bf959-3aab-4320-b7c9-0def9712d4a4, Client0, CNP0, C3, W1, 16:00, REZERVARE, 1769262800132
a40d6c30-28d5-4648-9a39-16dc0d8e5214, Client17, CNP17, C3, W2, 10:00, PLATITA, 1769262798130
6b8bfd25-a4a7-4f14-b35b-16f5ef2589c2, Client2, CNP2, C3, W3, 10:00, PLATITA, 1769262798130
8da0d387-5801-47b8-b94e-7ce77b41c24a, Client12, CNP12, C3, W1, 9:00, REZERVARE, 1769262800152
9d2f8a29-5d02-4008-b0bf-145534a265a9, Client6, CNP6, C3, W2, 11:00, ANULATA, 1769262796010
c06454e6-c391-4f0b-89c8-7663326469b6, Client4, CNP4, C1, W1, 9:00, ANULATA, 1769262796021
82ded36c-b0a7-41f1-b526-35f555bb4193, Client11, CNP11, C1, W1, 13:00, PLATITA, 1769262799997
ffe05625-23bb-4736-8363-26618c1ae846, Client1, CNP1, C1, W4, 14:00, PLATITA, 1769262800019
e91c4d70-560c-422b-864f-291b7ffe28c0, Client13, CNP13, C1, W4, 16:00, PLATITA, 1769262800020
d8e313c3-57e5-4e6b-b85d-b429b6cf438c, Client7, CNP7, C1, W4, 15:00, PLATITA, 1769262800037
d7a70cb8-b269-48d5-9294-47fe06583723, Client5, CNP5, C2, W4, 15:00, REZERVARE, 1769262802061
84ca86c2-2661-4c9b-9036-35b129e3dc64, Client19, CNP19, C2, W3, 15:00, PLATITA, 1769262800047
86a5d7fa-2d65-4df5-ac86-f81626a2b1f8, Client16, CNP16, C2, W2, 16:00, REZERVARE, 1769262802072
2d9bf959-3aab-4320-b7c9-0def9712d4a4, Client0, CNP0, C3, W1, 16:00, PLATITA, 1769262800132
8da0d387-5801-47b8-b94e-7ce77b41c24a, Client12, CNP12, C3, W1, 9:00, PLATITA, 1769262800152
9c36f5d2-ab13-4027-9155-0195317c3086, Client2, CNP2, C3, W2, 10:00, REZERVARE, 1769262802160
38e3a200-fc83-4aae-854b-4595ee1a25c5, Client9, CNP9, C2, W4, 11:00, EXPIRATA, 1769262787086
696edfea-2ba7-4124-af4c-deea8f077965, Client16, CNP16, C3, W1, 10:00, EXPIRATA, 1769262788005
935532bf-5c50-4bf0-ac19-637002c37910, Client1, CNP1, C1, W2, 15:00, EXPIRATA, 1769262784952
da2e5f81-06c0-40d0-802f-f9e6deef75a5, Client1, CNP1, C2, W3, 15:00, EXPIRATA, 1769262786957
a6116c13-9764-43df-a5a2-818d340ebb56, Client4, CNP4, C1, W3, 13:00, REZERVARE, 1769262803049
06b800c7-8e13-44d4-91b8-027cdb6528e1, Client6, CNP6, C3, W4, 13:00, REZERVARE, 1769262803049
cb6d7cd2-3f9d-4299-85f6-f1a48834aa1e, Client8, CNP8, C2, W2, 14:00, ANULATA, 1769262798056
85f84ddd-101a-4df5-8004-8dc48cb448f3, Client15, CNP15, C3, W1, 16:00, ANULATA, 1769262798064
a40d6c30-28d5-4648-9a39-16dc0d8e5214, Client17, CNP17, C3, W2, 10:00, ANULATA, 1769262798130
7bacdf4f-267e-4824-90af-61ac94e826b2, Client1, CNP1, C2, W3, 9:00, REZERVARE, 1769262804063
41f1c1a1-c23b-4f95-a508-aee1128fae8b, Client7, CNP7, C3, W4, 16:00, REZERVARE, 1769262804064
d7a70cb8-b269-48d5-9294-47fe06583723, Client5, CNP5, C2, W4, 15:00, PLATITA, 1769262802061
08929a32-cae5-40a5-ac3b-d8148ef4c950, Client13, CNP13, C2, W3, 10:00, REZERVARE, 1769262804067
4e3c124c-851e-4a84-9ab3-662cdf1e9e72, Client19, CNP19, C3, W1, 17:00, REZERVARE, 1769262804078
86a5d7fa-2d65-4df5-ac86-f81626a2b1f8, Client16, CNP16, C2, W2, 16:00, PLATITA, 1769262802072
82ded36c-b0a7-41f1-b526-35f555bb4193, Client11, CNP11, C1, W1, 13:00, ANULATA, 1769262799997
a6116c13-9764-43df-a5a2-818d340ebb56, Client4, CNP4, C1, W3, 13:00, PLATITA, 1769262803049
45f77b27-532c-4546-a5b5-35c13c355550, Client8, CNP8, C1, W3, 14:00, REZERVARE, 1769262805083
38c39b43-85d5-46d8-b99e-842028bb5bc4, Client9, CNP9, C1, W2, 11:00, REZERVARE, 1769262805097
cebdb57a-0a74-4242-b6ec-1eab25aba323, Client15, CNP15, C3, W3, 17:00, REZERVARE, 1769262805098
95eb6d90-3311-4dd5-b837-c5422052932c, Client17, CNP17, C1, W1, 15:00, REZERVARE, 1769262805155
2d9bf959-3aab-4320-b7c9-0def9712d4a4, Client0, CNP0, C3, W1, 16:00, ANULATA, 1769262800132
8da0d387-5801-47b8-b94e-7ce77b41c24a, Client12, CNP12, C3, W1, 9:00, ANULATA, 1769262800152
08929a32-cae5-40a5-ac3b-d8148ef4c950, Client13, CNP13, C2, W3, 10:00, PLATITA, 1769262804067
7bacdf4f-267e-4824-90af-61ac94e826b2, Client1, CNP1, C2, W3, 9:00, PLATITA, 1769262804063
68fa76d0-4191-44a7-8bb7-084f22f1f079, Client16, CNP16, C1, W1, 11:00, REZERVARE, 1769262806100
baa6850c-4e37-4e2d-8491-17ac7913ccd6, Client11, CNP11, C2, W1, 10:00, REZERVARE, 1769262807042
d7a70cb8-b269-48d5-9294-47fe06583723, Client5, CNP5, C2, W4, 15:00, ANULATA, 1769262802061
d4bbcdc7-c74e-4387-b50b-e1b450715d55, Client8, CNP8, C1, W1, 12:00, REZERVARE, 1769262807086
cebdb57a-0a74-4242-b6ec-1eab25aba323, Client15, CNP15, C3, W3, 17:00, PLATITA, 1769262805098
38c39b43-85d5-46d8-b99e-842028bb5bc4, Client9, CNP9, C1, W2, 11:00, PLATITA, 1769262805097
95eb6d90-3311-4dd5-b837-c5422052932c, Client17, CNP17, C1, W1, 15:00, PLATITA, 1769262805155
aa8718cf-0807-4755-8b93-dc208b91c83f, Client0, CNP0, C3, W3, 9:00, REZERVARE, 1769262807163
06184528-eaa3-40b7-9fdf-8635a5f3cfec, Client12, CNP12, C2, W4, 9:00, REZERVARE, 1769262807175
0ee6fe80-1f29-4292-a44f-4c76fc1ad3aa, Client0, CNP0, C3, W4, 16:00, EXPIRATA, 1769262791092
2e2ee359-1f5a-476c-a6b3-bc67314740ca, Client8, CNP8, C1, W3, 12:00, EXPIRATA, 1769262792027
fcfc29ee-f967-4398-8260-08eb4f690c3a, Client10, CNP10, C2, W3, 9:00, EXPIRATA, 1769262791026
1841b8c3-da84-4846-8a01-0e14992d50db, Client18, CNP18, C3, W2, 11:00, EXPIRATA, 1769262792987
a6116c13-9764-43df-a5a2-818d340ebb56, Client4, CNP4, C1, W3, 13:00, ANULATA, 1769262803049
26b93b3a-70d7-4eb3-b269-e6db6c850e7c, Client7, CNP7, C1, W3, 9:00, REZERVARE, 1769262808080
68fa76d0-4191-44a7-8bb7-084f22f1f079, Client16, CNP16, C1, W1, 11:00, PLATITA, 1769262806100
9e0ac7e4-d60f-4dd1-877f-414995aed420, Client10, CNP10, C2, W3, 16:00, REZERVARE, 1769262809043
baa6850c-4e37-4e2d-8491-17ac7913ccd6, Client11, CNP11, C2, W1, 10:00, PLATITA, 1769262807042
08929a32-cae5-40a5-ac3b-d8148ef4c950, Client13, CNP13, C2, W3, 10:00, ANULATA, 1769262804067
7bacdf4f-267e-4824-90af-61ac94e826b2, Client1, CNP1, C2, W3, 9:00, ANULATA, 1769262804063
d4bbcdc7-c74e-4387-b50b-e1b450715d55, Client8, CNP8, C1, W1, 12:00, PLATITA, 1769262807086
06184528-eaa3-40b7-9fdf-8635a5f3cfec, Client12, CNP12, C2, W4, 9:00, PLATITA, 1769262807175
cba147b2-d581-4c22-b329-8422610ca71b, Client4, CNP4, C2, W4, 15:00, REZERVARE, 1769262810061
645396b7-1dd9-4b9a-bec0-6276fd9aa175, Client7, CNP7, C1, W1, 17:00, REZERVARE, 1769262810085
38c39b43-85d5-46d8-b99e-842028bb5bc4, Client9, CNP9, C1, W2, 11:00, ANULATA, 1769262805097
cebdb57a-0a74-4242-b6ec-1eab25aba323, Client15, CNP15, C3, W3, 17:00, ANULATA, 1769262805098
95eb6d90-3311-4dd5-b837-c5422052932c, Client17, CNP17, C1, W1, 15:00, ANULATA, 1769262805155
7608ad3e-f61a-4e0c-9bcd-edbfdbc16c5a, Client18, CNP18, C3, W2, 14:00, REZERVARE, 1769262810993
9e0ac7e4-d60f-4dd1-877f-414995aed420, Client10, CNP10, C2, W3, 16:00, PLATITA, 1769262809043
db6378ae-f952-4280-9490-32f412ad038f, Client5, CNP5, C3, W4, 11:00, REZERVARE, 1769262811080
095a28b2-e307-456f-85fa-01ac7b7a9037, Client13, CNP13, C1, W4, 11:00, REZERVARE, 1769262811085
0c211d70-d442-486e-8e0d-0917eaddcdc3, Client1, CNP1, C2, W1, 16:00, REZERVARE, 1769262811085
68fa76d0-4191-44a7-8bb7-084f22f1f079, Client16, CNP16, C1, W1, 11:00, ANULATA, 1769262806100
cf620466-ba27-443e-9781-13182802b844, Client12, CNP12, C3, W1, 14:00, REZERVARE, 1769262811185
baa6850c-4e37-4e2d-8491-17ac7913ccd6, Client11, CNP11, C2, W1, 10:00, ANULATA, 1769262807042
cba147b2-d581-4c22-b329-8422610ca71b, Client4, CNP4, C2, W4, 15:00, PLATITA, 1769262810061
645396b7-1dd9-4b9a-bec0-6276fd9aa175, Client7, CNP7, C1, W1, 17:00, PLATITA, 1769262810085
d4bbcdc7-c74e-4387-b50b-e1b450715d55, Client8, CNP8, C1, W1, 12:00, ANULATA, 1769262807086
c4817a00-4e90-4ec9-bcce-6a8cfaeb9c71, Client9, CNP9, C3, W3, 12:00, REZERVARE, 1769262812116
853eb763-21ce-41ed-8c69-a959535d6d23, Client15, CNP15, C2, W2, 10:00, REZERVARE, 1769262812118
560cdad2-5868-4c63-99cd-c88659e34466, Client17, CNP17, C2, W3, 13:00, REZERVARE, 1769262812174
b5c6027f-7063-44af-a656-baca4e1d773e, Client14, CNP14, C1, W1, 16:00, REZERVARE, 1769262812179
7608ad3e-f61a-4e0c-9bcd-edbfdbc16c5a, Client18, CNP18, C3, W2, 14:00, PLATITA, 1769262810993
1ea29a14-bad7-4885-8fb9-efdaac3dd7f2, Client14, CNP14, C2, W1, 12:00, EXPIRATA, 1769262794174
10af8679-67c7-47d1-aa4e-e378c31a8b7e, Client16, CNP16, C2, W2, 13:00, EXPIRATA, 1769262794041
1c82e3c3-bae6-45f7-bcca-cad8cdea20a9, Client15, CNP15, C3, W4, 15:00, EXPIRATA, 1769262796061
bcb025cd-7b42-4d80-81d9-b0ccf5b3f1e5, Client7, CNP7, C2, W1, 10:00, EXPIRATA, 1769262796010
c7921cdf-2afc-446c-8894-3eae9240a2a4, Client13, CNP13, C3, W1, 11:00, EXPIRATA, 1769262795999
27adee34-4986-4d0c-bfc8-89dd4f932b96, Client5, CNP5, C3, W1, 14:00, REZERVARE, 1769262813085
0c211d70-d442-486e-8e0d-0917eaddcdc3, Client1, CNP1, C2, W1, 16:00, PLATITA, 1769262811085
cbe8ace6-a3dd-4e36-8edb-5fa229f7aeac, Client16, CNP16, C2, W4, 13:00, REZERVARE, 1769262813118
c258167f-999c-4c9a-af32-ca3928c32ed8, Client12, CNP12, C1, W1, 15:00, REZERVARE, 1769262813190
9e0ac7e4-d60f-4dd1-877f-414995aed420, Client10, CNP10, C2, W3, 16:00, ANULATA, 1769262809043
1e514f59-551c-412b-8fb4-abd547768e8c, Client11, CNP11, C2, W2, 16:00, REZERVARE, 1769262814064
20fd2893-b515-4f10-bea3-72bca400e7e5, Client8, CNP8, C3, W2, 9:00, REZERVARE, 1769262814102
2f4dfeaf-ea3e-40ff-b183-48d06c1b3d69, Client9, CNP9, C1, W1, 16:00, REZERVARE, 1769262814124
560cdad2-5868-4c63-99cd-c88659e34466, Client17, CNP17, C2, W3, 13:00, PLATITA, 1769262812174
cba147b2-d581-4c22-b329-8422610ca71b, Client4, CNP4, C2, W4, 15:00, ANULATA, 1769262810061
10f3866d-9500-451d-992d-fdb95c6a738f, Client5, CNP5, C1, W3, 15:00, REZERVARE, 1769262815090
645396b7-1dd9-4b9a-bec0-6276fd9aa175, Client7, CNP7, C1, W1, 17:00, ANULATA, 1769262810085
cbe8ace6-a3dd-4e36-8edb-5fa229f7aeac, Client16, CNP16, C2, W4, 13:00, PLATITA, 1769262813118
c258167f-999c-4c9a-af32-ca3928c32ed8, Client12, CNP12, C1, W1, 15:00, PLATITA, 1769262813190
7608ad3e-f61a-4e0c-9bcd-edbfdbc16c5a, Client18, CNP18, C3, W2, 14:00, ANULATA, 1769262810993
1e514f59-551c-412b-8fb4-abd547768e8c, Client11, CNP11, C2, W2, 16:00, PLATITA, 1769262814064
ccd155a3-2e64-4d60-993e-58025840a917, Client10, CNP10, C3, W3, 9:00, REZERVARE, 1769262816069
0c211d70-d442-486e-8e0d-0917eaddcdc3, Client1, CNP1, C2, W1, 16:00, ANULATA, 1769262811085
20fd2893-b515-4f10-bea3-72bca400e7e5, Client8, CNP8, C3, W2, 9:00, PLATITA, 1769262814102
67043194-54c8-4419-86cd-9505c3edda71, Client3, CNP3, C2, W3, 13:00, REZERVARE, 1769262816117
2f4dfeaf-ea3e-40ff-b183-48d06c1b3d69, Client9, CNP9, C1, W1, 16:00, PLATITA, 1769262814124
6491e626-fe13-40bd-8c26-ee8f42bde776, Client4, CNP4, C2, W1, 14:00, REZERVARE, 1769262817084
74f12a9c-35d5-4285-a4a1-6f4bd4ccae7e, Client7, CNP7, C2, W1, 11:00, REZERVARE, 1769262817101
560cdad2-5868-4c63-99cd-c88659e34466, Client17, CNP17, C2, W3, 13:00, ANULATA, 1769262812174
c32527d1-48df-402e-96e9-d6c49f7c1413, Client18, CNP18, C3, W1, 11:00, REZERVARE, 1769262818017
9c36f5d2-ab13-4027-9155-0195317c3086, Client2, CNP2, C3, W2, 10:00, EXPIRATA, 1769262802160
b74080c1-ca51-4f9b-a66e-72c30a5cbdc9, Client16, CNP16, C3, W3, 12:00, EXPIRATA, 1769262800061
a22f63af-e4e0-480d-bfad-c3bdee989b0a, Client3, CNP3, C2, W3, 16:00, EXPIRATA, 1769262798108
4692836e-ec7b-43e2-bbfa-b3a79ce540ed, Client12, CNP12, C3, W2, 16:00, EXPIRATA, 1769262798147
4f207a6a-a53c-4832-99b9-0fa626d25785, Client11, CNP11, C2, W4, 11:00, REZERVARE, 1769262818081
